date,open,high,low,close,volume,barCount,wap
2004-04-12 16:00:00,114.87,114.99,114.83,114.84,5800,343,114.908
2004-04-13 09:30:00,115.26,115.3,114.65,114.67,45063,5626,114.913
2004-04-13 10:00:00,114.66,114.68,114.2,114.43,97690,10788,114.419
2004-04-13 11:00:00,114.43,114.46,114.16,114.28,27756,5425,114.31
2004-04-13 12:00:00,114.28,114.29,113.74,113.94,58929,6507,113.971
2004-04-13 13:00:00,113.94,113.97,113.41,113.5,64663,7649,113.689
2004-04-13 14:00:00,113.5,113.64,113.18,113.3,85297,10064,113.402
2004-04-13 15:00:00,113.35,113.55,113.07,113.3,97450,12390,113.293
2004-04-13 16:00:00,113.31,113.4,113.24,113.24,22201,569,113.322
2004-04-14 09:30:00,112.61,113.84,112.57,113.01,78845,8506,112.78
2004-04-14 10:00:00,113.02,113.45,112.81,113.29,124336,11480,113.212
2004-04-14 11:00:00,113.25,113.63,113.23,113.54,74689,7625,113.467
2004-04-14 12:00:00,113.54,113.64,113.22,113.41,29839,4043,113.457
2004-04-14 13:00:00,113.37,113.39,113.11,113.23,91900,3782,113.271
2004-04-14 14:00:00,113.23,113.98,112.61,112.92,90902,10134,112.902
2004-04-14 15:00:00,112.92,113.19,112.56,113.19,91386,12118,112.854
2004-04-14 16:00:00,113.19,113.45,113.12,113.4,13625,586,113.277
2004-04-15 09:30:00,113.45,113.78,113.27,113.42,74191,7190,113.514
2004-04-15 10:00:00,113.4,113.52,112.86,112.9,154089,13572,113.176
2004-04-15 11:00:00,112.9,113.22,112.85,113.11,64345,6798,113.025
2004-04-15 12:00:00,113.11,113.32,112.67,113.16,70729,7874,112.96
2004-04-15 13:00:00,113.15,113.18,112.7,112.74,30505,6024,112.932
2004-04-15 14:00:00,112.75,113.07,112.36,113.0,84867,12196,112.69
2004-04-15 15:00:00,113.01,113.39,112.03,113.17,67335,10364,113.168
2004-04-15 16:00:00,113.2,113.22,112.9,112.91,13227,556,113.115
2004-04-16 09:30:00,113.43,113.72,112.98,113.06,84589,10100,113.206
2004-04-16 10:00:00,113.07,113.6,113.02,113.43,86870,10192,113.333
2004-04-16 11:00:00,113.43,113.78,113.4,113.71,51812,7828,113.634
2004-04-16 12:00:00,113.71,114.05,113.64,113.91,65185,5027,113.893
2004-04-16 13:00:00,113.93,113.97,113.62,113.73,24565,3597,113.792
2004-04-16 14:00:00,113.74,113.96,113.64,113.73,25593,3975,113.821
2004-04-16 15:00:00,113.73,113.92,113.5,113.72,47325,8238,113.773
2004-04-16 16:00:00,113.73,113.93,113.71,113.83,14549,472,113.837
2004-04-19 09:30:00,113.55,113.84,113.4,113.55,41667,5626,113.61
2004-04-19 10:00:00,113.53,113.63,113.27,113.48,41979,7229,113.431
2004-04-19 11:00:00,113.48,116.63,113.38,113.73,35771,5309,113.727
2004-04-19 12:00:00,113.72,113.79,113.61,113.7,35314,3278,113.736
2004-04-19 13:00:00,113.7,113.73,113.45,113.59,28790,3767,113.561
2004-04-19 14:00:00,113.6,113.73,113.43,113.69,23690,2219,113.568
2004-04-19 15:00:00,113.7,113.99,0.87,113.89,38400,4869,113.783
2004-04-19 16:00:00,113.89,113.9,113.79,113.79,8730,388,113.86
2004-04-20 09:30:00,114.11,114.28,113.96,114.26,46919,5018,114.094
2004-04-20 10:00:00,114.25,114.32,113.9,113.95,57051,6864,114.159
2004-04-20 11:00:00,113.94,113.99,113.67,113.67,38310,6678,113.868
2004-04-20 12:00:00,113.68,113.9,113.65,113.78,20847,3689,113.784
2004-04-20 13:00:00,113.78,113.98,113.71,113.93,15383,3394,113.866
2004-04-20 14:00:00,113.93,113.96,113.24,113.25,75031,8468,113.589
2004-04-20 15:00:00,113.25,113.45,112.11,112.14,185172,18823,112.827
2004-04-20 16:00:00,112.12,113.08,111.78,111.89,35074,1533,111.954
2004-04-21 09:30:00,112.2,112.38,111.87,112.34,74889,6975,112.096
2004-04-21 10:00:00,112.34,112.72,111.96,112.07,124609,11486,112.426
2004-04-21 11:00:00,112.08,112.6,111.89,112.6,78818,9154,112.17
2004-04-21 12:00:00,112.6,112.79,112.37,112.45,48541,6276,112.578
2004-04-21 13:00:00,112.45,112.76,112.43,112.74,15944,3501,112.554
2004-04-21 14:00:00,112.75,112.95,112.48,112.53,61161,8380,112.76
2004-04-21 15:00:00,112.52,112.87,112.52,112.81,55820,6151,112.724
2004-04-21 16:00:00,112.81,112.84,112.68,112.75,11172,676,112.753
2004-04-22 09:30:00,112.48,112.88,112.44,112.8,29618,4582,112.68
2004-04-22 10:00:00,112.82,113.01,112.5,112.93,74577,8454,112.723
2004-04-22 11:00:00,112.95,114.11,112.24,114.0,183156,10916,113.749
2004-04-22 12:00:00,113.96,114.22,113.89,114.05,42093,4678,114.053
2004-04-22 13:00:00,113.99,114.66,113.96,114.53,82814,6348,114.448
2004-04-22 14:00:00,114.53,114.67,114.32,114.59,58134,5867,114.49
2004-04-22 15:00:00,114.59,114.64,114.21,114.44,86667,9052,114.403
2004-04-22 16:00:00,114.45,114.46,114.15,114.19,16581,625,114.356
2004-04-23 09:30:00,114.42,114.44,114.0,114.22,44089,5456,114.226
2004-04-23 10:00:00,114.22,114.26,113.95,114.16,45805,7185,114.086
2004-04-23 11:00:00,114.13,114.21,113.83,113.94,32285,4738,113.988
2004-04-23 12:00:00,113.94,114.27,113.79,114.21,26877,4290,114.066
2004-04-23 13:00:00,114.21,114.38,114.01,114.28,22288,3547,114.2
2004-04-23 14:00:00,114.27,114.61,113.34,114.5,38340,4974,114.412
2004-04-23 15:00:00,114.5,114.55,114.28,114.44,43139,6358,114.432
2004-04-23 16:00:00,114.39,114.47,114.35,114.42,9409,338,114.421
2004-04-26 09:30:00,114.5,114.94,114.47,114.85,44289,4274,114.686
2004-04-26 10:00:00,114.85,114.89,114.02,114.17,68236,8862,114.347
2004-04-26 11:00:00,114.18,114.43,114.17,114.36,24169,4167,114.327
2004-04-26 12:00:00,114.36,114.45,114.15,114.22,17379,3194,114.263
2004-04-26 13:00:00,114.23,114.4,114.15,114.2,14342,3129,114.285
2004-04-26 14:00:00,114.18,114.23,113.75,113.97,53489,8152,113.909
2004-04-26 15:00:00,113.98,114.0,113.6,113.91,72891,9131,113.829
2004-04-26 16:00:00,113.91,114.28,113.9,114.23,11940,689,114.039
2004-04-27 09:30:00,114.23,114.4,114.13,114.3,29274,4181,114.309
2004-04-27 10:00:00,114.27,115.12,114.27,114.64,112162,11683,114.751
2004-04-27 11:00:00,114.64,114.85,114.51,114.8,46656,4797,114.708
2004-04-27 12:00:00,114.81,114.9,0.79,114.85,20765,2230,114.752
2004-04-27 13:00:00,114.84,114.94,114.69,114.89,23075,2946,114.839
2004-04-27 14:00:00,114.86,114.92,113.96,114.26,94746,8691,114.397
2004-04-27 15:00:00,114.26,114.39,114.02,114.22,63683,6442,114.221
2004-04-27 16:00:00,114.25,114.31,114.13,114.28,7306,398,114.232
2004-04-28 09:30:00,113.88,114.33,113.27,113.53,63005,6678,113.503
2004-04-28 10:00:00,113.52,113.58,113.12,113.19,65928,9040,113.384
2004-04-28 11:00:00,113.18,113.27,112.75,113.09,72660,8852,113.017
2004-04-28 12:00:00,113.08,113.31,113.01,113.28,39839,5091,113.137
2004-04-28 13:00:00,113.27,113.9,112.82,113.05,40004,5354,113.036
2004-04-28 14:00:00,113.06,113.28,112.75,112.86,52181,7858,112.999
2004-04-28 15:00:00,112.87,113.0,112.5,112.58,96170,11147,112.676
2004-04-28 16:00:00,112.58,112.88,112.53,112.83,18918,830,112.7
2004-04-29 09:30:00,112.72,112.89,112.28,112.53,88779,7832,112.531
2004-04-29 10:00:00,112.53,113.32,112.44,113.15,81276,10504,112.976
2004-04-29 11:00:00,113.14,113.3,112.43,112.54,56965,9181,112.829
2004-04-29 12:00:00,112.54,112.63,112.04,112.25,84393,10038,112.313
2004-04-29 13:00:00,112.28,112.63,112.12,112.36,49612,7331,112.382
2004-04-29 14:00:00,112.36,112.54,111.5,111.68,112142,11120,111.837
2004-04-29 15:00:00,111.67,112.49,111.16,111.84,115653,14998,111.609
2004-04-29 16:00:00,111.85,111.97,111.76,111.9,13032,479,111.841
2004-04-30 09:30:00,112.17,112.38,111.92,111.97,69098,5946,112.132
2004-04-30 10:00:00,111.96,112.24,111.49,111.98,105660,13430,111.84
2004-04-30 11:00:00,111.99,112.3,111.72,111.86,48217,7685,112.024
2004-04-30 12:00:00,111.85,112.06,111.6,111.73,34187,6447,111.818
2004-04-30 13:00:00,111.72,112.06,111.62,112.0,35723,5862,111.836
2004-04-30 14:00:00,112.02,112.13,111.68,111.73,26076,6510,111.887
2004-04-30 15:00:00,111.74,111.76,111.1,111.13,87368,13239,111.371
2004-04-30 16:00:00,111.17,111.25,110.9,111.02,32720,685,111.01
2004-05-03 09:30:00,111.39,111.82,111.35,111.79,36885,4533,111.579
2004-05-03 10:00:00,111.79,114.7,111.42,112.04,64320,7885,111.818
2004-05-03 11:00:00,112.04,112.29,111.94,112.01,38648,5370,112.093
2004-05-03 12:00:00,111.98,112.11,111.85,112.05,28469,3656,111.997
2004-05-03 13:00:00,112.06,112.08,111.56,111.79,28487,3781,111.846
2004-05-03 14:00:00,111.79,112.12,111.56,111.63,43163,6458,111.845
2004-05-03 15:00:00,111.65,112.22,111.6,112.14,45755,6767,111.951
2004-05-03 16:00:00,112.15,112.22,111.19,112.13,8748,414,112.162
2004-05-04 09:30:00,112.25,112.32,112.08,112.26,47331,4925,112.216
2004-05-04 10:00:00,112.28,112.43,112.09,112.2,36788,5989,112.249
2004-05-04 11:00:00,112.2,112.3,111.91,111.92,39026,4515,112.095
2004-05-04 12:00:00,111.96,111.99,111.66,111.81,34690,3821,111.841
2004-05-04 13:00:00,111.81,112.91,111.78,112.05,24145,3606,111.981
2004-05-04 14:00:00,112.03,113.26,111.7,113.21,160951,15512,112.45
2004-05-04 15:00:00,113.2,113.25,111.95,112.36,131232,13886,112.536
2004-05-04 16:00:00,112.35,112.39,112.05,112.05,13698,521,112.166
2004-05-05 09:30:00,112.42,112.6,112.16,112.49,46716,4847,112.346
2004-05-05 10:00:00,112.47,112.89,112.21,112.64,75135,7737,112.592
2004-05-05 11:00:00,112.65,112.81,112.4,112.7,46262,5320,112.569
2004-05-05 12:00:00,112.67,112.72,112.25,112.34,31858,4497,112.445
2004-05-05 13:00:00,112.37,112.71,112.27,112.71,26243,4507,112.511
2004-05-05 14:00:00,112.68,112.96,0.79,112.81,41196,5923,112.669
2004-05-05 15:00:00,112.8,112.9,112.57,112.58,41730,6868,112.715
2004-05-05 16:00:00,112.61,112.74,112.52,112.74,14206,509,112.616
2004-05-06 09:30:00,112.02,112.23,111.93,112.06,64737,5599,112.086
2004-05-06 10:00:00,112.08,112.99,111.3,111.55,89883,11417,111.867
2004-05-06 11:00:00,111.55,111.68,111.38,111.52,75830,7246,111.573
2004-05-06 12:00:00,111.53,112.24,111.0,111.3,65629,8429,111.266
2004-05-06 13:00:00,111.31,111.49,111.23,111.42,33198,5228,111.392
2004-05-06 14:00:00,111.41,112.59,111.22,111.6,61278,7162,111.691
2004-05-06 15:00:00,111.6,112.09,111.45,111.85,82831,9059,111.86
2004-05-06 16:00:00,111.84,111.95,111.8,111.85,18216,615,111.856
2004-05-07 09:30:00,111.22,112.23,111.18,111.61,90134,9405,111.746
2004-05-07 10:00:00,111.57,111.86,111.1,111.6,91505,11633,111.538
2004-05-07 11:00:00,111.56,111.7,111.33,111.47,35087,6170,111.499
2004-05-07 12:00:00,111.46,111.63,111.26,111.51,24234,5079,111.438
