date,open,high,low,close
2005-01-03 08:00:00,85.4264,85.4264,85.3842,85.3913
2005-01-03 08:05:00,85.3913,85.3913,85.3772,85.3772
2005-01-03 08:10:00,85.3702,85.3702,85.3702,85.3702
2005-01-03 08:15:00,85.3772,85.3772,85.3772,85.3772
2005-01-03 08:20:00,85.3772,85.3842,85.3772,85.3842
2005-01-03 08:25:00,85.3913,85.4053,85.3913,85.3983
2005-01-03 08:30:00,85.4053,85.4264,85.4053,85.4123
2005-01-03 08:35:00,85.3842,85.3842,85.3842,85.3842
2005-01-03 08:40:00,85.3842,85.3842,85.3772,85.3772
2005-01-03 08:45:00,85.3913,85.3913,85.3913,85.3913
2005-01-03 08:50:00,85.3913,85.4123,85.3913,85.4053
2005-01-03 08:55:00,85.3913,85.3913,85.3913,85.3913
2005-01-03 09:00:00,85.3842,85.4404,85.3842,85.4334
2005-01-03 09:05:00,85.4264,85.4264,85.4123,85.4194
2005-01-03 09:10:00,85.4053,85.4053,85.3983,85.4053
2005-01-03 09:15:00,85.4053,85.4053,85.3561,85.3561
2005-01-03 09:20:00,85.3632,85.3632,85.321,85.321
2005-01-03 09:25:00,85.3351,85.3983,85.3351,85.3983
2005-01-03 09:30:00,85.3983,85.4685,85.3491,85.4475
2005-01-03 09:35:00,85.4475,85.5388,85.4334,85.5177
2005-01-03 09:40:00,85.4896,85.5037,85.4334,85.4685
2005-01-03 09:45:00,85.4685,85.5037,85.4123,85.4334
2005-01-03 09:50:00,85.4685,85.4685,85.3561,85.3561
2005-01-03 09:55:00,85.3561,85.3983,85.3351,85.3702
2005-01-03 10:00:00,85.3772,85.4545,85.2016,85.2086
2005-01-03 10:05:00,85.2086,85.2718,85.0681,85.1313
2005-01-03 10:10:00,85.1313,85.3772,85.1102,85.1313
2005-01-03 10:15:00,85.1313,85.1454,84.9627,85.0119
2005-01-03 10:20:00,85.0119,85.0821,84.9768,84.9908
2005-01-03 10:25:00,84.9908,85.033,84.9206,84.9908
2005-01-03 10:30:00,84.9908,85.047,84.9135,84.9416
2005-01-03 10:35:00,84.9487,84.9487,84.7941,84.8714
2005-01-03 10:40:00,84.8714,84.8995,84.8573,84.8644
2005-01-03 10:45:00,84.8644,84.8995,84.8152,84.8854
2005-01-03 10:50:00,84.8925,84.9346,84.8644,84.9065
2005-01-03 10:55:00,84.9135,85.1454,84.8573,84.8925
2005-01-03 11:00:00,84.8925,84.8925,84.6606,84.6606
2005-01-03 11:05:00,84.6536,84.7449,84.6466,84.7309
2005-01-03 11:10:00,84.7309,84.773,84.7239,84.759
2005-01-03 11:15:00,84.759,84.773,84.7239,84.759
2005-01-03 11:20:00,84.759,84.8082,84.6817,84.7801
2005-01-03 11:25:00,84.7871,84.8152,84.766,84.8011
2005-01-03 11:30:00,84.8011,84.8573,84.7801,84.8503
2005-01-03 11:35:00,84.8503,84.8854,84.7871,84.8433
2005-01-03 11:40:00,84.8433,85.3983,84.8433,84.9065
2005-01-03 11:45:00,84.9065,84.9346,84.8995,84.9135
2005-01-03 11:50:00,84.9065,84.9346,84.8854,84.9276
2005-01-03 11:55:00,84.9276,84.9276,84.8784,84.8854
2005-01-03 12:00:00,84.8854,84.8925,84.8222,84.8222
2005-01-03 12:05:00,84.8222,84.8644,84.8011,84.8573
2005-01-03 12:10:00,84.8503,84.8784,84.8433,84.8503
2005-01-03 12:15:00,84.8503,84.8573,84.752,84.752
2005-01-03 12:20:00,84.759,84.773,84.7239,84.7239
2005-01-03 12:25:00,84.7239,84.766,84.7098,84.7379
2005-01-03 12:30:00,84.7449,84.766,84.7168,84.7239
2005-01-03 12:35:00,84.7239,84.7379,84.7028,84.7309
2005-01-03 12:40:00,84.7239,84.759,84.7168,84.752
2005-01-03 12:45:00,84.752,85.3702,84.7449,84.7871
2005-01-03 12:50:00,84.7871,84.8011,84.766,84.7801
2005-01-03 12:55:00,84.7871,84.8433,84.7801,84.7871
2005-01-03 13:00:00,84.7801,84.7871,84.752,84.752
2005-01-03 13:05:00,84.752,84.759,84.6606,84.6677
2005-01-03 13:10:00,84.6677,84.7239,84.6677,84.7028
2005-01-03 13:15:00,84.7028,84.752,84.6958,84.7379
2005-01-03 13:20:00,84.7449,84.7871,84.5974,84.6115
2005-01-03 13:25:00,84.5974,84.6606,84.485,84.5272
2005-01-03 13:30:00,84.5342,84.5834,84.5131,84.5412
2005-01-03 13:35:00,84.5482,84.6115,84.5412,84.5974
2005-01-03 13:40:00,84.5974,84.6115,84.5693,84.5693
2005-01-03 13:45:00,84.5693,84.5834,84.5412,84.5693
2005-01-03 13:50:00,84.5693,84.6325,84.5553,84.6115
2005-01-03 13:55:00,84.6115,84.6115,84.5061,84.5272
2005-01-03 14:00:00,84.5342,84.6396,84.5201,84.5763
2005-01-03 14:05:00,84.5693,84.5904,84.5131,84.5553
2005-01-03 14:10:00,84.5623,84.6325,84.5131,84.6325
2005-01-03 14:15:00,84.6255,84.6396,84.5623,84.5834
2005-01-03 14:20:00,84.5904,84.6185,84.5904,84.5974
2005-01-03 14:25:00,84.5974,84.6044,84.5272,84.5342
2005-01-03 14:30:00,84.5342,84.6817,84.5272,84.6606
2005-01-03 14:35:00,84.6677,84.6958,84.6044,84.6185
2005-01-03 14:40:00,84.6255,84.6396,84.5482,84.6115
2005-01-03 14:45:00,84.6115,84.6255,84.5763,84.6115
2005-01-03 14:50:00,84.5974,84.6255,84.5412,84.5553
2005-01-03 14:55:00,84.6058,84.6058,84.471,84.4991
2005-01-03 15:00:00,84.492,84.5201,84.471,84.5061
2005-01-03 15:05:00,84.5061,84.5904,84.492,84.4991
2005-01-03 15:10:00,84.5131,84.5693,84.478,84.5201
2005-01-03 15:15:00,84.5201,84.5342,84.3726,84.3867
2005-01-03 15:20:00,84.3726,84.5131,84.3656,84.4569
2005-01-03 15:25:00,84.4429,84.4639,84.3656,84.4077
2005-01-03 15:30:00,84.4077,84.4288,84.3164,84.3164
2005-01-03 15:35:00,84.3164,84.3586,84.2813,84.3024
2005-01-03 15:40:00,84.3024,84.4077,84.2883,84.3867
2005-01-03 15:45:00,84.3867,84.4077,84.2953,84.2953
2005-01-03 15:50:00,84.2953,84.3586,84.2321,84.2321
2005-01-03 15:55:00,84.2462,84.3445,84.2321,84.3445
2005-01-03 16:00:00,84.3375,84.4569,84.2883,84.4569
2005-01-03 16:05:00,84.4288,84.4991,84.3867,84.4499
2005-01-03 16:10:00,84.4639,84.5131,84.4639,84.5131
2005-01-03 16:15:00,84.5272,84.7941,84.4218,84.4991
2005-01-03 16:20:00,84.4991,84.4991,84.4429,84.4429
2005-01-03 16:25:00,84.471,84.478,84.4429,84.471
2005-01-03 16:30:00,84.492,84.5342,84.485,84.5061
2005-01-03 16:35:00,84.5061,84.5131,84.478,84.492
2005-01-03 16:40:00,84.492,84.492,84.3445,84.485
2005-01-03 16:45:00,84.478,84.5131,84.471,84.471
2005-01-03 16:50:00,84.478,84.492,84.478,84.492
2005-01-03 17:00:00,84.485,84.492,84.478,84.485
2005-01-03 17:05:00,84.478,84.478,84.3867,84.3867
2005-01-03 17:10:00,84.4991,84.5061,84.492,84.5061
2005-01-03 17:15:00,84.5061,84.5061,84.5061,84.5061
2005-01-03 17:25:00,84.485,84.485,84.478,84.478
2005-01-03 17:30:00,84.5201,84.5201,84.5201,84.5201
2005-01-03 17:35:00,84.5201,84.5201,84.478,84.478
2005-01-03 18:15:00,84.4991,84.5131,84.4991,84.5131
2005-01-03 18:50:00,84.4991,84.5131,84.4991,84.5131
2005-01-03 19:35:00,84.5201,84.5201,84.5201,84.5201
2005-01-03 19:40:00,84.5272,84.5272,84.5272,84.5272
2005-01-03 19:55:00,84.5272,84.5272,84.5201,84.5201
2005-01-04 08:00:00,84.6747,84.6817,84.6606,84.6606
2005-01-04 08:05:00,84.6396,84.6536,84.6396,84.6396
2005-01-04 08:10:00,84.6185,84.6325,84.6185,84.6325
2005-01-04 08:20:00,84.6396,84.6396,84.6396,84.6396
2005-01-04 08:25:00,84.6466,84.6677,84.6396,84.6677
2005-01-04 08:30:00,84.6606,84.6817,84.6396,84.6817
2005-01-04 08:35:00,84.6817,84.6887,84.6606,84.6817
2005-01-04 08:40:00,84.6677,84.6677,84.6677,84.6677
2005-01-04 08:45:00,84.6536,84.6536,84.6396,84.6396
2005-01-04 08:50:00,84.6396,84.6396,84.6185,84.6255
2005-01-04 08:55:00,84.6466,84.6606,84.6466,84.6536
2005-01-04 09:00:00,84.6536,84.6536,84.6396,84.6396
2005-01-04 09:05:00,84.6396,84.6536,84.6185,84.6466
2005-01-04 09:10:00,84.6536,84.6606,84.6396,84.6466
2005-01-04 09:15:00,84.6466,84.6466,84.6255,84.6255
2005-01-04 09:20:00,84.6185,84.6185,84.5693,84.5693
2005-01-04 09:25:00,84.5763,84.6185,84.5763,84.6185
2005-01-04 09:30:00,84.6255,84.6396,84.5904,84.6255
2005-01-04 09:35:00,84.6185,84.6536,84.5693,84.5834
2005-01-04 09:40:00,84.5904,84.5974,84.5131,84.5342
2005-01-04 09:45:00,84.5272,84.5974,84.5201,84.5693
2005-01-04 09:50:00,84.5623,84.5904,84.5272,84.5412
2005-01-04 09:55:00,84.5342,84.5553,84.4499,84.4499
2005-01-04 10:00:00,84.4569,84.5482,84.4358,84.5412
2005-01-04 10:05:00,84.5412,84.6817,84.5342,84.6606
2005-01-04 10:10:00,84.6536,84.6817,84.5974,84.6044
2005-01-04 10:15:00,84.6115,84.6606,84.5201,84.5763
2005-01-04 10:20:00,84.5763,84.5834,84.3867,84.3867
2005-01-04 10:25:00,84.3937,84.485,84.2883,84.3726
2005-01-04 10:30:00,84.3726,84.4077,84.2743,84.3305
2005-01-04 10:35:00,84.3234,84.4077,84.2953,84.3445
2005-01-04 10:40:00,84.3445,84.4007,84.2883,84.3164
2005-01-04 10:45:00,84.3164,84.3515,84.2251,84.2953
2005-01-04 10:50:00,84.2883,84.3094,84.2462,84.2883
2005-01-04 10:55:00,84.2883,84.3024,84.211,84.2743
2005-01-04 11:00:00,84.2813,84.2883,84.1759,84.2321
2005-01-04 11:05:00,84.2391,84.2672,84.1548,84.204
2005-01-04 11:10:00,84.204,84.2743,84.1618,84.2602
2005-01-04 11:15:00,84.2602,84.3234,84.2462,84.3234
2005-01-04 11:20:00,84.3164,84.3445,84.2813,84.2953
2005-01-04 11:25:00,84.2883,84.3234,84.2743,84.3024
2005-01-04 11:30:00,84.3024,84.3164,84.2883,84.3164
2005-01-04 11:35:00,84.3094,84.3726,84.3024,84.3586
2005-01-04 11:40:00,84.3515,84.3656,84.3024,84.3094
2005-01-04 11:45:00,84.3094,84.3094,84.2391,84.2602
2005-01-04 11:50:00,84.2602,84.2672,84.2321,84.2602
2005-01-04 11:55:00,84.2672,84.2672,84.2462,84.2532
2005-01-04 12:00:00,84.2532,84.2672,84.1337,84.1618
2005-01-04 12:05:00,84.1548,84.1899,84.1337,84.1548
2005-01-04 12:10:00,84.1548,84.2813,83.9862,83.9932
2005-01-04 12:15:00,83.9932,84.0916,83.9651,84.0143
2005-01-04 12:20:00,84.0143,84.2462,83.9932,84.0284
2005-01-04 12:25:00,84.0284,84.0635,83.9581,84.0424
2005-01-04 12:30:00,84.0494,84.1267,84.0143,84.1267
2005-01-04 12:35:00,84.1197,84.1408,84.0775,84.0846
2005-01-04 12:40:00,84.0846,84.0846,84.0143,84.0284
2005-01-04 12:45:00,84.0354,84.1408,84.0213,84.1197
2005-01-04 12:50:00,84.1127,84.1689,84.1127,84.1127
2005-01-04 12:55:00,84.1197,84.1408,83.9862,83.9862
2005-01-04 13:00:00,83.9862,84.1548,83.9862,84.0705
2005-01-04 13:05:00,84.0635,84.1056,84.0354,84.0937
